name (hist_projects),id (hist_projects),project_id,Id (Hist Views),username,action_view,created_at_local,Name (Hist Views),Name (Hist Workbooks),Site,Action,Created At,Number of Records,tz_offset_days
EIS,4,4,2231,4001380,Access View,2021-11-10 오전 10:07:45,전주 회의록,본부장 회의,Default,Access View ,2021-11-10 오전 1:07:45,1,0.375
EIS,4,4,2230,4001380,Access View,2021-11-10 오전 10:07:58,회의자료,본부장 회의,Default,Access View ,2021-11-10 오전 1:07:58,1,0.375
EIS,4,4,2067,5381,Access View,2021-11-10 오전 10:08:16,HR 추이 (월간),HR 현황,Default,Access View ,2021-11-10 오전 1:08:16,1,0.375
EIS,4,4,2244,5899,Access View,2021-11-10 오전 10:08:47,단계별 진행 현황,현장,Default,Access View ,2021-11-10 오전 1:08:47,1,0.375
EIS,4,4,2243,5899,Access View,2021-11-10 오전 10:09:44,메인,현장,Default,Access View ,2021-11-10 오전 1:09:44,1,0.375
EIS,4,4,2244,5899,Access View,2021-11-10 오전 10:12:10,단계별 진행 현황,현장,Default,Access View ,2021-11-10 오전 1:12:10,1,0.375
EIS,4,4,2106,5899,Access View,2021-11-10 오전 10:14:10,CS 현황,CS,Default,Access View ,2021-11-10 오전 1:14:10,1,0.375
EIS,4,4,2108,5899,Access View,2021-11-10 오전 10:14:23,현장별 미처리 현황 상세,CS,Default,Access View ,2021-11-10 오전 1:14:23,1,0.375
EIS,4,4,2244,5899,Access View,2021-11-10 오전 10:15:01,단계별 진행 현황,현장,Default,Access View ,2021-11-10 오전 1:15:01,1,0.375
EIS,4,4,2230,5899,Access View,2021-11-10 오전 10:16:52,회의자료,본부장 회의,Default,Access View ,2021-11-10 오전 1:16:52,1,0.375
EIS,4,4,2233,5899,Access View,2021-11-10 오전 10:17:00,이번주 회의록,본부장 회의,Default,Access View ,2021-11-10 오전 1:17:00,1,0.375
EIS,4,4,2241,5899,Access View,2021-11-10 오전 10:17:57,수주 상세,수주,Default,Access View ,2021-11-10 오전 1:17:57,1,0.375
EIS,4,4,2230,4825,Access View,2021-11-10 오전 10:18:49,회의자료,본부장 회의,Default,Access View ,2021-11-10 오전 1:18:49,1,0.375
EIS,4,4,2230,4826,Access View,2021-11-10 오전 10:30:36,회의자료,본부장 회의,Default,Access View ,2021-11-10 오전 1:30:36,1,0.375
EIS,4,4,2230,4100435,Access View,2021-11-10 오전 10:32:39,회의자료,본부장 회의,Default,Access View ,2021-11-10 오전 1:32:39,1,0.375
EIS,4,4,2197,5381,Access View,2021-11-10 오전 10:35:33,설계/견적 역량 프로젝트 직무 현황,역량그룹 직무정보,Default,Access View ,2021-11-10 오전 1:35:33,1,0.375
EIS,4,4,2066,5381,Access View,2021-11-10 오전 10:35:38,HR현황,HR 현황,Default,Access View ,2021-11-10 오전 1:35:38,1,0.375
EIS,4,4,2230,5381,Access View,2021-11-10 오전 10:35:49,회의자료,본부장 회의,Default,Access View ,2021-11-10 오전 1:35:49,1,0.375
EIS,4,4,2250,4968,Access View,2021-11-10 오전 10:36:43,소화 상세,현장,Default,Access View ,2021-11-10 오전 1:36:43,1,0.375
EIS,4,4,2251,4968,Access View,2021-11-10 오전 10:36:44,사업형태별,현장,Default,Access View ,2021-11-10 오전 1:36:44,1,0.375
EIS,4,4,2063,5820,Access View,2021-11-10 오전 10:42:21,주요 재무 현황 및 지표,경영 현황,Default,Access View ,2021-11-10 오전 1:42:21,1,0.375
EIS,4,4,2248,5994,Access View,2021-11-10 오전 10:42:32,메인,현장,Default,Access View ,2021-11-10 오전 1:42:32,1,0.375
EIS,4,4,2248,5994,Access View,2021-11-10 오전 10:42:43,메인,현장,Default,Access View ,2021-11-10 오전 1:42:43,1,0.375
EIS,4,4,2249,5994,Access View,2021-11-10 오전 10:42:50,단계별 진행 현황,현장,Default,Access View ,2021-11-10 오전 1:42:50,1,0.375
EIS,4,4,2250,5994,Access View,2021-11-10 오전 10:42:58,소화 상세,현장,Default,Access View ,2021-11-10 오전 1:42:58,1,0.375
EIS,4,4,2251,5994,Access View,2021-11-10 오전 10:43:03,사업형태별,현장,Default,Access View ,2021-11-10 오전 1:43:03,1,0.375
EIS,4,4,2230,5994,Access View,2021-11-10 오전 10:44:02,회의자료,본부장 회의,Default,Access View ,2021-11-10 오전 1:44:02,1,0.375
EIS,4,4,2070,5994,Access View,2021-11-10 오전 10:44:23,자금,재무 현황,Default,Access View ,2021-11-10 오전 1:44:23,1,0.375
EIS,4,4,2240,6363,Access View,2021-11-10 오전 10:44:45,수주 메인,수주,Default,Access View ,2021-11-10 오전 1:44:45,1,0.375
EIS,4,4,2064,5994,Access View,2021-11-10 오전 10:45:05,재무제표 및 주요 지표,경영 현황,Default,Access View ,2021-11-10 오전 1:45:05,1,0.375
EIS,4,4,2063,5994,Access View,2021-11-10 오전 10:45:29,주요 재무 현황 및 지표,경영 현황,Default,Access View ,2021-11-10 오전 1:45:29,1,0.375
EIS,4,4,2091,6363,Access View,2021-11-10 오전 10:45:34,분양일보,분양 상세 현황,Default,Access View ,2021-11-10 오전 1:45:34,1,0.375
EIS,4,4,2070,5994,Access View,2021-11-10 오전 10:45:39,자금,재무 현황,Default,Access View ,2021-11-10 오전 1:45:39,1,0.375
EIS,4,4,2064,5994,Access View,2021-11-10 오전 10:45:42,재무제표 및 주요 지표,경영 현황,Default,Access View ,2021-11-10 오전 1:45:42,1,0.375
EIS,4,4,2106,5994,Access View,2021-11-10 오전 10:45:50,CS 현황,CS,Default,Access View ,2021-11-10 오전 1:45:50,1,0.375
EIS,4,4,2097,5994,Access View,2021-11-10 오전 10:45:54,예산변경현황,예산 변경,Default,Access View ,2021-11-10 오전 1:45:54,1,0.375
EIS,4,4,2248,5994,Access View,2021-11-10 오전 10:46:01,메인,현장,Default,Access View ,2021-11-10 오전 1:46:01,1,0.375
EIS,4,4,2090,5994,Access View,2021-11-10 오전 10:46:06,협업플랫폼 현황,협업플랫폼 사용량,Default,Access View ,2021-11-10 오전 1:46:06,1,0.375
EIS,4,4,2128,5994,Access View,2021-11-10 오전 10:47:35,현황(부문),영업 현황,Default,Access View ,2021-11-10 오전 1:47:35,1,0.375
EIS,4,4,2129,5994,Access View,2021-11-10 오전 10:47:45,현황(팀),영업 현황,Default,Access View ,2021-11-10 오전 1:47:45,1,0.375
EIS,4,4,2091,5994,Access View,2021-11-10 오전 10:47:54,분양일보,분양 상세 현황,Default,Access View ,2021-11-10 오전 1:47:54,1,0.375
EIS,4,4,2230,5899,Access View,2021-11-10 오전 10:47:54,회의자료,본부장 회의,Default,Access View ,2021-11-10 오전 1:47:54,1,0.375
EIS,4,4,2070,5899,Access View,2021-11-10 오전 10:49:08,자금,재무 현황,Default,Access View ,2021-11-10 오전 1:49:08,1,0.375
EIS,4,4,2064,5899,Access View,2021-11-10 오전 10:49:12,재무제표 및 주요 지표,경영 현황,Default,Access View ,2021-11-10 오전 1:49:12,1,0.375
EIS,4,4,2233,5899,Access View,2021-11-10 오전 10:47:57,이번주 회의록,본부장 회의,Default,Access View ,2021-11-10 오전 1:47:57,1,0.375
EIS,4,4,2230,5899,Access View,2021-11-10 오전 10:47:58,회의자료,본부장 회의,Default,Access View ,2021-11-10 오전 1:47:58,1,0.375
EIS,4,4,2063,5899,Access View,2021-11-10 오전 10:48:07,주요 재무 현황 및 지표,경영 현황,Default,Access View ,2021-11-10 오전 1:48:07,1,0.375
EIS,4,4,2128,5899,Access View,2021-11-10 오전 10:49:23,현황(부문),영업 현황,Default,Access View ,2021-11-10 오전 1:49:23,1,0.375
EIS,4,4,2129,5899,Access View,2021-11-10 오전 10:49:55,현황(팀),영업 현황,Default,Access View ,2021-11-10 오전 1:49:55,1,0.375
EIS,4,4,2091,5899,Access View,2021-11-10 오전 10:50:52,분양일보,분양 상세 현황,Default,Access View ,2021-11-10 오전 1:50:52,1,0.375
EIS,4,4,2240,5899,Access View,2021-11-10 오전 10:51:40,수주 메인,수주,Default,Access View ,2021-11-10 오전 1:51:40,1,0.375
EIS,4,4,2248,5899,Access View,2021-11-10 오전 10:51:46,메인,현장,Default,Access View ,2021-11-10 오전 1:51:46,1,0.375
EIS,4,4,2249,5899,Access View,2021-11-10 오전 10:51:48,단계별 진행 현황,현장,Default,Access View ,2021-11-10 오전 1:51:48,1,0.375
EIS,4,4,2250,5899,Access View,2021-11-10 오전 10:51:49,소화 상세,현장,Default,Access View ,2021-11-10 오전 1:51:49,1,0.375
EIS,4,4,2097,5899,Access View,2021-11-10 오전 10:51:50,예산변경현황,예산 변경,Default,Access View ,2021-11-10 오전 1:51:50,1,0.375
EIS,4,4,2106,5899,Access View,2021-11-10 오전 10:51:51,CS 현황,CS,Default,Access View ,2021-11-10 오전 1:51:51,1,0.375
EIS,4,4,2066,5899,Access View,2021-11-10 오전 10:51:54,HR현황,HR 현황,Default,Access View ,2021-11-10 오전 1:51:54,1,0.375
EIS,4,4,2197,5899,Access View,2021-11-10 오전 10:52:38,설계/견적 역량 프로젝트 직무 현황,역량그룹 직무정보,Default,Access View ,2021-11-10 오전 1:52:38,1,0.375
EIS,4,4,2199,5899,Access View,2021-11-10 오전 10:52:40,설계 역량 상세 현황,역량그룹 직무정보,Default,Access View ,2021-11-10 오전 1:52:40,1,0.375
EIS,4,4,2200,5899,Access View,2021-11-10 오전 10:52:42,견적 역량 상세 현황,역량그룹 직무정보,Default,Access View ,2021-11-10 오전 1:52:42,1,0.375
EIS,4,4,2199,5899,Access View,2021-11-10 오전 10:52:44,설계 역량 상세 현황,역량그룹 직무정보,Default,Access View ,2021-11-10 오전 1:52:44,1,0.375
EIS,4,4,2090,6032,Access View,2021-11-10 오전 10:54:01,협업플랫폼 현황,협업플랫폼 사용량,Default,Access View ,2021-11-10 오전 1:54:01,1,0.375
EIS,4,4,2200,5899,Access View,2021-11-10 오전 10:54:30,견적 역량 상세 현황,역량그룹 직무정보,Default,Access View ,2021-11-10 오전 1:54:30,1,0.375
EIS,4,4,2199,5899,Access View,2021-11-10 오전 10:54:33,설계 역량 상세 현황,역량그룹 직무정보,Default,Access View ,2021-11-10 오전 1:54:33,1,0.375
EIS,4,4,2090,5899,Access View,2021-11-10 오전 10:55:47,협업플랫폼 현황,협업플랫폼 사용량,Default,Access View ,2021-11-10 오전 1:55:47,1,0.375
EIS,4,4,2230,3991,Access View,2021-11-10 오전 11:10:43,회의자료,본부장 회의,Default,Access View ,2021-11-10 오전 2:10:43,1,0.375
EIS,4,4,2231,3991,Access View,2021-11-10 오전 11:11:56,전주 회의록,본부장 회의,Default,Access View ,2021-11-10 오전 2:11:56,1,0.375
EIS,4,4,2233,3991,Access View,2021-11-10 오전 11:12:00,이번주 회의록,본부장 회의,Default,Access View ,2021-11-10 오전 2:12:00,1,0.375
EIS,4,4,2230,3991,Access View,2021-11-10 오전 11:12:23,회의자료,본부장 회의,Default,Access View ,2021-11-10 오전 2:12:23,1,0.375
EIS,4,4,2066,admin,Access View,2021-11-10 오전 11:14:43,HR현황,HR 현황,Default,Access View ,2021-11-10 오전 2:14:43,1,0.375
EIS,4,4,2230,admin,Access View,2021-11-10 오전 11:14:49,회의자료,본부장 회의,Default,Access View ,2021-11-10 오전 2:14:49,1,0.375
EIS,4,4,2090,admin,Access View,2021-11-10 오전 11:15:08,협업플랫폼 현황,협업플랫폼 사용량,Default,Access View ,2021-11-10 오전 2:15:08,1,0.375
EIS,4,4,2066,admin,Access View,2021-11-10 오전 11:15:26,HR현황,HR 현황,Default,Access View ,2021-11-10 오전 2:15:26,1,0.375
EIS,4,4,2068,admin,Access View,2021-11-10 오전 11:15:33,HR 추이 (연간),HR 현황,Default,Access View ,2021-11-10 오전 2:15:33,1,0.375
EIS,4,4,2067,admin,Access View,2021-11-10 오전 11:15:39,HR 추이 (월간),HR 현황,Default,Access View ,2021-11-10 오전 2:15:39,1,0.375
EIS,4,4,2197,admin,Access View,2021-11-10 오전 11:15:47,설계/견적 역량 프로젝트 직무 현황,역량그룹 직무정보,Default,Access View ,2021-11-10 오전 2:15:47,1,0.375
EIS,4,4,2248,admin,Access View,2021-11-10 오전 11:15:55,메인,현장,Default,Access View ,2021-11-10 오전 2:15:55,1,0.375
EIS,4,4,2063,admin,Access View,2021-11-10 오전 11:16:08,주요 재무 현황 및 지표,경영 현황,Default,Access View ,2021-11-10 오전 2:16:08,1,0.375
EIS,4,4,2230,4825,Access View,2021-11-10 오후 12:01:08,회의자료,본부장 회의,Default,Access View ,2021-11-10 오전 3:01:08,1,0.375
EIS,4,4,2097,5947,Access View,2021-11-10 오후 12:23:05,예산변경현황,예산 변경,Default,Access View ,2021-11-10 오전 3:23:05,1,0.375
EIS,4,4,2106,5947,Access View,2021-11-10 오후 12:23:06,CS 현황,CS,Default,Access View ,2021-11-10 오전 3:23:06,1,0.375
EIS,4,4,2108,5947,Access View,2021-11-10 오후 12:23:07,현장별 미처리 현황 상세,CS,Default,Access View ,2021-11-10 오전 3:23:07,1,0.375
EIS,4,4,2107,5947,Access View,2021-11-10 오후 12:23:20,공종별 미처리 현황 상세,CS,Default,Access View ,2021-11-10 오전 3:23:20,1,0.375
EIS,4,4,2108,5947,Access View,2021-11-10 오후 12:23:29,현장별 미처리 현황 상세,CS,Default,Access View ,2021-11-10 오전 3:23:29,1,0.375
EIS,4,4,2249,5947,Access View,2021-11-10 오후 12:23:41,단계별 진행 현황,현장,Default,Access View ,2021-11-10 오전 3:23:41,1,0.375
EIS,4,4,2106,5947,Access View,2021-11-10 오후 12:26:17,CS 현황,CS,Default,Access View ,2021-11-10 오전 3:26:17,1,0.375
EIS,4,4,2108,5947,Access View,2021-11-10 오후 12:26:18,현장별 미처리 현황 상세,CS,Default,Access View ,2021-11-10 오전 3:26:18,1,0.375
EIS,4,4,2250,4063,Access View,2021-11-10 오후 12:34:33,소화 상세,현장,Default,Access View ,2021-11-10 오전 3:34:33,1,0.375
EIS,4,4,2248,4063,Access View,2021-11-10 오후 12:34:41,메인,현장,Default,Access View ,2021-11-10 오전 3:34:41,1,0.375
EIS,4,4,2249,4063,Access View,2021-11-10 오후 12:34:48,단계별 진행 현황,현장,Default,Access View ,2021-11-10 오전 3:34:48,1,0.375
EIS,4,4,2250,4063,Access View,2021-11-10 오후 12:35:47,소화 상세,현장,Default,Access View ,2021-11-10 오전 3:35:47,1,0.375
EIS,4,4,2251,4063,Access View,2021-11-10 오후 12:35:47,사업형태별,현장,Default,Access View ,2021-11-10 오전 3:35:47,1,0.375
EIS,4,4,2230,4100435,Access View,2021-11-10 오후 12:35:49,회의자료,본부장 회의,Default,Access View ,2021-11-10 오전 3:35:49,1,0.375
EIS,4,4,2097,4063,Access View,2021-11-10 오후 12:36:23,예산변경현황,예산 변경,Default,Access View ,2021-11-10 오전 3:36:23,1,0.375
EIS,4,4,2250,4063,Access View,2021-11-10 오후 12:36:29,소화 상세,현장,Default,Access View ,2021-11-10 오전 3:36:29,1,0.375
EIS,4,4,2251,4063,Access View,2021-11-10 오후 12:36:33,사업형태별,현장,Default,Access View ,2021-11-10 오전 3:36:33,1,0.375
EIS,4,4,2248,4063,Access View,2021-11-10 오후 12:36:40,메인,현장,Default,Access View ,2021-11-10 오전 3:36:40,1,0.375
EIS,4,4,2248,4063,Access View,2021-11-10 오후 12:37:20,메인,현장,Default,Access View ,2021-11-10 오전 3:37:20,1,0.375
EIS,4,4,2251,4063,Access View,2021-11-10 오후 12:37:57,사업형태별,현장,Default,Access View ,2021-11-10 오전 3:37:57,1,0.375
EIS,4,4,2251,4063,Access View,2021-11-10 오후 12:41:26,사업형태별,현장,Default,Access View ,2021-11-10 오전 3:41:26,1,0.375
EIS,4,4,2250,4063,Access View,2021-11-10 오후 12:42:24,소화 상세,현장,Default,Access View ,2021-11-10 오전 3:42:24,1,0.375
EIS,4,4,2251,4063,Access View,2021-11-10 오후 12:42:27,사업형태별,현장,Default,Access View ,2021-11-10 오전 3:42:27,1,0.375
EIS,4,4,2090,4540,Access View,2021-11-10 오후 1:11:46,협업플랫폼 현황,협업플랫폼 사용량,Default,Access View ,2021-11-10 오전 4:11:46,1,0.375
EIS,4,4,2197,4540,Access View,2021-11-10 오후 1:12:34,설계/견적 역량 프로젝트 직무 현황,역량그룹 직무정보,Default,Access View ,2021-11-10 오전 4:12:34,1,0.375
EIS,4,4,2199,4540,Access View,2021-11-10 오후 1:12:36,설계 역량 상세 현황,역량그룹 직무정보,Default,Access View ,2021-11-10 오전 4:12:36,1,0.375
EIS,4,4,2200,4540,Access View,2021-11-10 오후 1:13:02,견적 역량 상세 현황,역량그룹 직무정보,Default,Access View ,2021-11-10 오전 4:13:02,1,0.375
EIS,4,4,2090,4283,Access View,2021-11-10 오후 1:14:02,협업플랫폼 현황,협업플랫폼 사용량,Default,Access View ,2021-11-10 오전 4:14:02,1,0.375
EIS,4,4,2248,4283,Access View,2021-11-10 오후 1:14:46,메인,현장,Default,Access View ,2021-11-10 오전 4:14:46,1,0.375
EIS,4,4,2230,3991,Access View,2021-11-10 오후 1:15:22,회의자료,본부장 회의,Default,Access View ,2021-11-10 오전 4:15:22,1,0.375
EIS,4,4,2249,4283,Access View,2021-11-10 오후 1:16:17,단계별 진행 현황,현장,Default,Access View ,2021-11-10 오전 4:16:17,1,0.375
EIS,4,4,2250,5899,Access View,2021-11-10 오후 1:16:49,소화 상세,현장,Default,Access View ,2021-11-10 오전 4:16:49,1,0.375
EIS,4,4,2240,5899,Access View,2021-11-10 오후 1:17:39,수주 메인,수주,Default,Access View ,2021-11-10 오전 4:17:39,1,0.375
EIS,4,4,2230,4540,Access View,2021-11-10 오후 1:17:40,회의자료,본부장 회의,Default,Access View ,2021-11-10 오전 4:17:40,1,0.375
EIS,4,4,2241,5899,Access View,2021-11-10 오후 1:17:49,수주 상세,수주,Default,Access View ,2021-11-10 오전 4:17:49,1,0.375
EIS,4,4,2248,4540,Access View,2021-11-10 오후 1:19:05,메인,현장,Default,Access View ,2021-11-10 오전 4:19:05,1,0.375
EIS,4,4,2240,5899,Access View,2021-11-10 오후 1:19:13,수주 메인,수주,Default,Access View ,2021-11-10 오전 4:19:13,1,0.375
EIS,4,4,2249,4540,Access View,2021-11-10 오후 1:19:38,단계별 진행 현황,현장,Default,Access View ,2021-11-10 오전 4:19:38,1,0.375
EIS,4,4,2241,5899,Access View,2021-11-10 오후 1:20:10,수주 상세,수주,Default,Access View ,2021-11-10 오전 4:20:10,1,0.375
EIS,4,4,2250,4540,Access View,2021-11-10 오후 1:20:57,소화 상세,현장,Default,Access View ,2021-11-10 오전 4:20:57,1,0.375
EIS,4,4,2251,4540,Access View,2021-11-10 오후 1:21:12,사업형태별,현장,Default,Access View ,2021-11-10 오전 4:21:12,1,0.375
EIS,4,4,2106,4540,Access View,2021-11-10 오후 1:22:14,CS 현황,CS,Default,Access View ,2021-11-10 오전 4:22:14,1,0.375
EIS,4,4,2250,4283,Access View,2021-11-10 오후 1:22:52,소화 상세,현장,Default,Access View ,2021-11-10 오전 4:22:52,1,0.375
EIS,4,4,2108,4540,Access View,2021-11-10 오후 1:22:57,현장별 미처리 현황 상세,CS,Default,Access View ,2021-11-10 오전 4:22:57,1,0.375
EIS,4,4,2097,4283,Access View,2021-11-10 오후 1:23:11,예산변경현황,예산 변경,Default,Access View ,2021-11-10 오전 4:23:11,1,0.375
EIS,4,4,2097,4283,Access View,2021-11-10 오후 1:23:13,예산변경현황,예산 변경,Default,Access View ,2021-11-10 오전 4:23:13,1,0.375
EIS,4,4,2098,4283,Access View,2021-11-10 오후 1:23:13,현장별,예산 변경,Default,Access View ,2021-11-10 오전 4:23:13,1,0.375
EIS,4,4,2107,4540,Access View,2021-11-10 오후 1:23:37,공종별 미처리 현황 상세,CS,Default,Access View ,2021-11-10 오전 4:23:37,1,0.375
EIS,4,4,2098,4283,Access View,2021-11-10 오후 1:24:48,현장별,예산 변경,Default,Access View ,2021-11-10 오전 4:24:48,1,0.375
EIS,4,4,2106,4283,Access View,2021-11-10 오후 1:25:54,CS 현황,CS,Default,Access View ,2021-11-10 오전 4:25:54,1,0.375
EIS,4,4,2230,5899,Access View,2021-11-10 오후 1:40:19,회의자료,본부장 회의,Default,Access View ,2021-11-10 오전 4:40:19,1,0.375
EIS,4,4,2128,5899,Access View,2021-11-10 오후 1:40:32,현황(부문),영업 현황,Default,Access View ,2021-11-10 오전 4:40:32,1,0.375
EIS,4,4,2240,5899,Access View,2021-11-10 오후 1:40:39,수주 메인,수주,Default,Access View ,2021-11-10 오전 4:40:39,1,0.375
EIS,4,4,2241,5899,Access View,2021-11-10 오후 1:41:23,수주 상세,수주,Default,Access View ,2021-11-10 오전 4:41:23,1,0.375
EIS,4,4,2090,3767,Access View,2021-11-10 오후 1:43:02,협업플랫폼 현황,협업플랫폼 사용량,Default,Access View ,2021-11-10 오전 4:43:02,1,0.375
EIS,4,4,2249,5899,Access View,2021-11-10 오후 1:45:17,단계별 진행 현황,현장,Default,Access View ,2021-11-10 오전 4:45:17,1,0.375
EIS,4,4,2240,5899,Access View,2021-11-10 오후 1:51:15,수주 메인,수주,Default,Access View ,2021-11-10 오전 4:51:15,1,0.375
EIS,4,4,2241,5899,Access View,2021-11-10 오후 1:55:00,수주 상세,수주,Default,Access View ,2021-11-10 오전 4:55:00,1,0.375
EIS,4,4,2106,6363,Access View,2021-11-10 오후 1:57:18,CS 현황,CS,Default,Access View ,2021-11-10 오전 4:57:18,1,0.375
EIS,4,4,2097,6363,Access View,2021-11-10 오후 1:57:22,예산변경현황,예산 변경,Default,Access View ,2021-11-10 오전 4:57:22,1,0.375
EIS,4,4,2098,6363,Access View,2021-11-10 오후 2:04:24,현장별,예산 변경,Default,Access View ,2021-11-10 오전 5:04:24,1,0.375
EIS,4,4,2097,6363,Access View,2021-11-10 오후 2:12:10,예산변경현황,예산변경,Default,Access View ,2021-11-10 오전 5:12:10,1,0.375
EIS,4,4,2252,6363,Access View,2021-11-10 오후 2:12:42,예산변경현황,예산변경,Default,Access View ,2021-11-10 오전 5:12:42,1,0.375
EIS,4,4,2091,6363,Access View,2021-11-10 오후 2:13:02,분양일보,분양 상세 현황,Default,Access View ,2021-11-10 오전 5:13:02,1,0.375
EIS,4,4,2252,6363,Access View,2021-11-10 오후 2:19:24,예산변경현황,예산변경,Default,Access View ,2021-11-10 오전 5:19:24,1,0.375
EIS,4,4,2063,6122,Access View,2021-11-10 오후 2:19:51,주요 재무 현황 및 지표,경영 현황,Default,Access View ,2021-11-10 오전 5:19:51,1,0.375
EIS,4,4,2063,6122,Access View,2021-11-10 오후 2:20:51,주요 재무 현황 및 지표,경영 현황,Default,Access View ,2021-11-10 오전 5:20:51,1,0.375
EIS,4,4,2070,6122,Access View,2021-11-10 오후 2:21:50,자금,재무 현황,Default,Access View ,2021-11-10 오전 5:21:50,1,0.375
EIS,4,4,2064,6122,Access View,2021-11-10 오후 2:22:12,재무제표 및 주요 지표,경영 현황,Default,Access View ,2021-11-10 오전 5:22:12,1,0.375
EIS,4,4,2106,6363,Access View,2021-11-10 오후 2:23:01,CS 현황,CS,Default,Access View ,2021-11-10 오전 5:23:01,1,0.375
EIS,4,4,2128,6122,Access View,2021-11-10 오후 2:22:34,현황(부문),영업 현황,Default,Access View ,2021-11-10 오전 5:22:34,1,0.375
EIS,4,4,2129,6122,Access View,2021-11-10 오후 2:22:59,현황(팀),영업 현황,Default,Access View ,2021-11-10 오전 5:22:59,1,0.375
EIS,4,4,2108,6363,Access View,2021-11-10 오후 2:23:04,현장별 미처리 현황 상세,CS,Default,Access View ,2021-11-10 오전 5:23:04,1,0.375
EIS,4,4,2250,5207,Access View,2021-11-10 오후 2:23:59,소화 상세,현장,Default,Access View ,2021-11-10 오전 5:23:59,1,0.375
EIS,4,4,2251,5207,Access View,2021-11-10 오후 2:24:02,사업형태별,현장,Default,Access View ,2021-11-10 오전 5:24:02,1,0.375
EIS,4,4,2106,6363,Access View,2021-11-10 오후 2:24:38,CS 현황,CS,Default,Access View ,2021-11-10 오전 5:24:38,1,0.375
EIS,4,4,2108,6363,Access View,2021-11-10 오후 2:24:41,현장별 미처리 현황 상세,CS,Default,Access View ,2021-11-10 오전 5:24:41,1,0.375
EIS,4,4,2107,6363,Access View,2021-11-10 오후 2:24:50,공종별 미처리 현황 상세,CS,Default,Access View ,2021-11-10 오전 5:24:50,1,0.375
EIS,4,4,2106,6363,Access View,2021-11-10 오후 2:24:58,CS 현황,CS,Default,Access View ,2021-11-10 오전 5:24:58,1,0.375
EIS,4,4,2091,6363,Access View,2021-11-10 오후 2:29:26,분양일보,분양 상세 현황,Default,Access View ,2021-11-10 오전 5:29:26,1,0.375
EIS,4,4,2066,6363,Access View,2021-11-10 오후 2:39:17,HR현황,HR 현황,Default,Access View ,2021-11-10 오전 5:39:17,1,0.375
EIS,4,4,2091,6122,Access View,2021-11-10 오후 2:44:34,분양일보,분양 상세 현황,Default,Access View ,2021-11-10 오전 5:44:34,1,0.375
EIS,4,4,2248,6122,Access View,2021-11-10 오후 2:45:30,메인,현장,Default,Access View ,2021-11-10 오전 5:45:30,1,0.375
EIS,4,4,2249,6122,Access View,2021-11-10 오후 2:46:00,단계별 진행 현황,현장,Default,Access View ,2021-11-10 오전 5:46:00,1,0.375
EIS,4,4,2250,6122,Access View,2021-11-10 오후 2:46:05,소화 상세,현장,Default,Access View ,2021-11-10 오전 5:46:05,1,0.375
EIS,4,4,2248,6363,Access View,2021-11-10 오후 2:46:07,메인,현장,Default,Access View ,2021-11-10 오전 5:46:07,1,0.375
EIS,4,4,2252,6122,Access View,2021-11-10 오후 2:46:08,예산변경현황,예산변경,Default,Access View ,2021-11-10 오전 5:46:08,1,0.375
EIS,4,4,2066,6122,Access View,2021-11-10 오후 2:46:11,HR현황,HR 현황,Default,Access View ,2021-11-10 오전 5:46:11,1,0.375
EIS,4,4,2068,6122,Access View,2021-11-10 오후 2:47:13,HR 추이 (연간),HR 현황,Default,Access View ,2021-11-10 오전 5:47:13,1,0.375
EIS,4,4,2067,6122,Access View,2021-11-10 오후 2:47:34,HR 추이 (월간),HR 현황,Default,Access View ,2021-11-10 오전 5:47:34,1,0.375
EIS,4,4,2090,6122,Access View,2021-11-10 오후 2:47:45,협업플랫폼 현황,협업플랫폼 사용량,Default,Access View ,2021-11-10 오전 5:47:45,1,0.375
EIS,4,4,2249,6363,Access View,2021-11-10 오후 2:47:55,단계별 진행 현황,현장,Default,Access View ,2021-11-10 오전 5:47:55,1,0.375
EIS,4,4,2249,6363,Access View,2021-11-10 오후 2:48:07,단계별 진행 현황,현장,Default,Access View ,2021-11-10 오전 5:48:07,1,0.375
EIS,4,4,2091,5994,Access View,2021-11-10 오후 2:54:30,분양일보,분양 상세 현황,Default,Access View ,2021-11-10 오전 5:54:30,1,0.375
EIS,4,4,2256,6363,Access View,2021-11-10 오후 2:57:18,현장별 미처리 현황 상세,CS,Default,Access View ,2021-11-10 오전 5:57:18,1,0.375
EIS,4,4,2254,6363,Access View,2021-11-10 오후 2:57:24,CS 현황,CS,Default,Access View ,2021-11-10 오전 5:57:24,1,0.375
EIS,4,4,2255,6363,Access View,2021-11-10 오후 2:57:30,공종별 미처리 현황 상세,CS,Default,Access View ,2021-11-10 오전 5:57:30,1,0.375
EIS,4,4,2129,6363,Access View,2021-11-10 오후 2:57:41,현황(팀),영업 현황,Default,Access View ,2021-11-10 오전 5:57:41,1,0.375
EIS,4,4,2240,6363,Access View,2021-11-10 오후 2:58:10,수주 메인,수주,Default,Access View ,2021-11-10 오전 5:58:10,1,0.375
EIS,4,4,2240,5899,Access View,2021-11-10 오후 2:59:37,수주 메인,수주,Default,Access View ,2021-11-10 오전 5:59:37,1,0.375
EIS,4,4,2241,5899,Access View,2021-11-10 오후 2:59:41,수주 상세,수주,Default,Access View ,2021-11-10 오전 5:59:41,1,0.375
