name (hist_projects),id (hist_projects),project_id,Id (Hist Views),username,action_view,created_at_local,Name (Hist Views),Name (Hist Workbooks),Site,Action,Created At,Number of Records,tz_offset_days
EIS,4,4,1621,test,Access View,2021-10-28 오후 7:10:32,HR추이(월별),HR_인사통계,Default,Access View ,2021-10-28 오전 10:10:32,1,0.375
EIS,4,4,1622,6119,Access View,2021-10-28 오후 7:13:47,HR추이(연간),HR_인사통계,Default,Access View ,2021-10-28 오전 10:13:47,1,0.375
EIS,4,4,1621,6119,Access View,2021-10-28 오후 7:14:50,HR추이(월별),HR_인사통계,Default,Access View ,2021-10-28 오전 10:14:50,1,0.375
EIS,4,4,1531,5634,Access View,2021-10-28 오후 7:14:53,주요 재무 현황 및 지표,경영 현황,Default,Access View ,2021-10-28 오전 10:14:53,1,0.375
EIS,4,4,1622,6119,Access View,2021-10-28 오후 7:15:15,HR추이(연간),HR_인사통계,Default,Access View ,2021-10-28 오전 10:15:15,1,0.375
EIS,4,4,1423,5634,Access View,2021-10-28 오후 7:15:18,자금,재무 현황,Default,Access View ,2021-10-28 오전 10:15:18,1,0.375
EIS,4,4,1532,5634,Access View,2021-10-28 오후 7:16:05,재무제표 및 주요 지표,경영 현황,Default,Access View ,2021-10-28 오전 10:16:05,1,0.375
EIS,4,4,1613,5634,Access View,2021-10-28 오후 7:16:20,현황(부문),영업 현황,Default,Access View ,2021-10-28 오전 10:16:20,1,0.375
EIS,4,4,1614,5634,Access View,2021-10-28 오후 7:16:56,현황(팀),영업 현황,Default,Access View ,2021-10-28 오전 10:16:56,1,0.375
EIS,4,4,1488,5634,Access View,2021-10-28 오후 7:17:28,분양일보,분양 상세 현황,Default,Access View ,2021-10-28 오전 10:17:28,1,0.375
EIS,4,4,1614,5634,Access View,2021-10-28 오후 7:17:33,현황(팀),영업 현황,Default,Access View ,2021-10-28 오전 10:17:33,1,0.375
EIS,4,4,1488,5634,Access View,2021-10-28 오후 7:17:45,분양일보,분양 상세 현황,Default,Access View ,2021-10-28 오전 10:17:45,1,0.375
EIS,4,4,1523,5634,Access View,2021-10-28 오후 7:17:52,수주 메인,수주,Default,Access View ,2021-10-28 오전 10:17:52,1,0.375
EIS,4,4,1524,5634,Access View,2021-10-28 오후 7:18:04,수주 상세,수주,Default,Access View ,2021-10-28 오전 10:18:04,1,0.375
EIS,4,4,1596,5634,Access View,2021-10-28 오후 7:18:16,메인,현장,Default,Access View ,2021-10-28 오전 10:18:16,1,0.375
EIS,4,4,1614,5634,Access View,2021-10-28 오후 7:20:01,현황(팀),영업 현황,Default,Access View ,2021-10-28 오전 10:20:01,1,0.375
EIS,4,4,1613,5634,Access View,2021-10-28 오후 7:20:02,현황(부문),영업 현황,Default,Access View ,2021-10-28 오전 10:20:02,1,0.375
EIS,4,4,1523,5634,Access View,2021-10-28 오후 7:20:14,수주 메인,수주,Default,Access View ,2021-10-28 오전 10:20:14,1,0.375
EIS,4,4,1624,5634,Access View,2021-10-28 오후 7:23:17,HR현황,HR_인사통계,Default,Access View ,2021-10-28 오전 10:23:17,1,0.375
EIS,4,4,1625,5634,Access View,2021-10-28 오후 7:23:59,HR추이(월별),HR_인사통계,Default,Access View ,2021-10-28 오전 10:23:59,1,0.375
EIS,4,4,1626,5634,Access View,2021-10-28 오후 7:24:12,HR추이(연간),HR_인사통계,Default,Access View ,2021-10-28 오전 10:24:12,1,0.375
EIS,4,4,1531,5634,Access View,2021-10-28 오후 7:25:31,주요 재무 현황 및 지표,경영 현황,Default,Access View ,2021-10-28 오전 10:25:31,1,0.375
EIS,4,4,1423,5634,Access View,2021-10-28 오후 7:25:43,자금,재무 현황,Default,Access View ,2021-10-28 오전 10:25:43,1,0.375
EIS,4,4,1614,5634,Access View,2021-10-28 오후 7:25:51,현황(팀),영업 현황,Default,Access View ,2021-10-28 오전 10:25:51,1,0.375
EIS,4,4,1626,test,Access View,2021-10-28 오후 8:08:54,HR추이(연간),HR_인사통계,Default,Access View ,2021-10-28 오전 11:08:54,1,0.375
EIS,4,4,1532,admin,Access View,2021-10-28 오후 8:17:13,재무제표 및 주요 지표,경영 현황,Default,Access View ,2021-10-28 오전 11:17:13,1,0.375
EIS,4,4,1584,6119,Access View,2021-10-28 오후 8:21:31,설계/견적,역량그룹 직무정보,Default,Access View ,2021-10-28 오전 11:21:31,1,0.375
EIS,4,4,1585,6119,Access View,2021-10-28 오후 8:21:32,설계,역량그룹 직무정보,Default,Access View ,2021-10-28 오전 11:21:32,1,0.375
EIS,4,4,1586,6119,Access View,2021-10-28 오후 8:21:38,견적,역량그룹 직무정보,Default,Access View ,2021-10-28 오전 11:21:38,1,0.375
EIS,4,4,1584,6119,Access View,2021-10-28 오후 8:21:46,설계/견적,역량그룹 직무정보,Default,Access View ,2021-10-28 오전 11:21:46,1,0.375
EIS,4,4,1584,6119,Access View,2021-10-28 오후 8:21:48,설계/견적,역량그룹 직무정보,Default,Access View ,2021-10-28 오전 11:21:48,1,0.375
EIS,4,4,1584,6119,Access View,2021-10-28 오후 8:21:50,설계/견적,역량그룹 직무정보,Default,Access View ,2021-10-28 오전 11:21:50,1,0.375
EIS,4,4,1584,6119,Access View,2021-10-28 오후 8:21:53,설계/견적,역량그룹 직무정보,Default,Access View ,2021-10-28 오전 11:21:53,1,0.375
EIS,4,4,1626,6119,Access View,2021-10-28 오후 8:21:55,HR추이(연간),HR_인사통계,Default,Access View ,2021-10-28 오전 11:21:55,1,0.375
EIS,4,4,1625,6119,Access View,2021-10-28 오후 8:22:25,HR추이(월별),HR_인사통계,Default,Access View ,2021-10-28 오전 11:22:25,1,0.375
EIS,4,4,1626,6119,Access View,2021-10-28 오후 8:22:27,HR추이(연간),HR_인사통계,Default,Access View ,2021-10-28 오전 11:22:27,1,0.375
EIS,4,4,1625,6119,Access View,2021-10-28 오후 8:24:33,HR추이(월별),HR_인사통계,Default,Access View ,2021-10-28 오전 11:24:33,1,0.375
EIS,4,4,1626,6119,Access View,2021-10-28 오후 8:24:38,HR추이(연간),HR_인사통계,Default,Access View ,2021-10-28 오전 11:24:38,1,0.375
EIS,4,4,1626,test,Access View,2021-10-28 오후 8:24:48,HR추이(연간),HR_인사통계,Default,Access View ,2021-10-28 오전 11:24:48,1,0.375
EIS,4,4,1625,6119,Access View,2021-10-28 오후 8:25:08,HR추이(월별),HR_인사통계,Default,Access View ,2021-10-28 오전 11:25:08,1,0.375
EIS,4,4,1624,6119,Access View,2021-10-28 오후 8:25:15,HR현황,HR_인사통계,Default,Access View ,2021-10-28 오전 11:25:15,1,0.375
EIS,4,4,1624,6119,Access View,2021-10-28 오후 8:25:21,HR현황,HR_인사통계,Default,Access View ,2021-10-28 오전 11:25:21,1,0.375
EIS,4,4,1626,6119,Access View,2021-10-28 오후 8:25:26,HR추이(연간),HR_인사통계,Default,Access View ,2021-10-28 오전 11:25:26,1,0.375
EIS,4,4,1626,6119,Access View,2021-10-28 오후 8:25:27,HR추이(연간),HR_인사통계,Default,Access View ,2021-10-28 오전 11:25:27,1,0.375
EIS,4,4,1530,admin,Access View,2021-10-28 오후 8:42:57,카드지표_사업유형별 실적,경영 현황,Default,Access View ,2021-10-28 오전 11:42:57,1,0.375
EIS,4,4,1624,test,Access View,2021-10-28 오후 8:52:43,HR현황,HR_인사통계,Default,Access View ,2021-10-28 오전 11:52:43,1,0.375
EIS,4,4,1625,test,Access View,2021-10-28 오후 9:16:33,HR추이(월별),HR_인사통계,Default,Access View ,2021-10-28 오후 12:16:33,1,0.375
EIS,4,4,1624,test,Access View,2021-10-28 오후 9:35:18,HR현황,HR_인사통계,Default,Access View ,2021-10-28 오후 12:35:18,1,0.375
EIS,4,4,1614,admin,Access View,2021-10-29 오전 12:00:05,현황(팀),영업 현황,Default,Access View ,2021-10-28 오후 3:00:05,1,0.375
EIS,4,4,1423,6119,Access View,2021-10-29 오전 7:55:38,자금,재무 현황,Default,Access View ,2021-10-28 오후 10:55:38,1,0.375
EIS,4,4,1423,6119,Access View,2021-10-29 오전 7:56:19,자금,재무 현황,Default,Access View ,2021-10-28 오후 10:56:19,1,0.375
EIS,4,4,1596,6119,Access View,2021-10-29 오전 7:58:07,메인,현장,Default,Access View ,2021-10-28 오후 10:58:07,1,0.375
EIS,4,4,1625,6119,Access View,2021-10-29 오전 7:58:28,HR추이(월별),HR_인사통계,Default,Access View ,2021-10-28 오후 10:58:28,1,0.375
EIS,4,4,1596,6119,Access View,2021-10-29 오전 8:00:15,메인,현장,Default,Access View ,2021-10-28 오후 11:00:15,1,0.375
EIS,4,4,1624,test,Access View,2021-10-29 오전 8:14:11,HR현황,HR_인사통계,Default,Access View ,2021-10-28 오후 11:14:11,1,0.375
EIS,4,4,1625,test,Access View,2021-10-29 오전 8:14:28,HR추이(월별),HR_인사통계,Default,Access View ,2021-10-28 오후 11:14:28,1,0.375
EIS,4,4,1596,5947,Access View,2021-10-29 오전 8:32:33,메인,현장,Default,Access View ,2021-10-28 오후 11:32:33,1,0.375
EIS,4,4,1587,5634,Access View,2021-10-29 오전 8:35:54,회의자료,본부장 회의,Default,Access View ,2021-10-28 오후 11:35:54,1,0.375
EIS,4,4,1531,6379,Access View,2021-10-29 오전 9:11:33,주요 재무 현황 및 지표,경영 현황,Default,Access View ,2021-10-29 오전 12:11:33,1,0.375
EIS,4,4,1587,6379,Access View,2021-10-29 오전 9:11:52,회의자료,본부장 회의,Default,Access View ,2021-10-29 오전 12:11:52,1,0.375
EIS,4,4,1626,6379,Access View,2021-10-29 오전 9:12:06,HR추이(연간),HR_인사통계,Default,Access View ,2021-10-29 오전 12:12:06,1,0.375
EIS,4,4,1596,admin,Access View,2021-10-29 오전 9:14:40,메인,현장,Default,Access View ,2021-10-29 오전 12:14:40,1,0.375
EIS,4,4,1614,6379,Access View,2021-10-29 오전 9:15:17,현황(팀),영업 현황,Default,Access View ,2021-10-29 오전 12:15:17,1,0.375
EIS,4,4,1396,admin,Access View,2021-10-29 오전 9:16:52,예산변경현황,예산 변경,Default,Access View ,2021-10-29 오전 12:16:52,1,0.375
EIS,4,4,1472,admin,Access View,2021-10-29 오전 9:19:01,CS 현황,CS,Default,Access View ,2021-10-29 오전 12:19:01,1,0.375
EIS,4,4,1475,admin,Access View,2021-10-29 오전 9:19:05,현장별 미처리 현황 상세,CS,Default,Access View ,2021-10-29 오전 12:19:05,1,0.375
EIS,4,4,1474,admin,Access View,2021-10-29 오전 9:19:09,공종별 미처리 현황 상세,CS,Default,Access View ,2021-10-29 오전 12:19:09,1,0.375
EIS,4,4,1472,admin,Access View,2021-10-29 오전 9:19:10,CS 현황,CS,Default,Access View ,2021-10-29 오전 12:19:10,1,0.375
EIS,4,4,1488,6379,Access View,2021-10-29 오전 9:19:16,분양일보,분양 상세 현황,Default,Access View ,2021-10-29 오전 12:19:16,1,0.375
EIS,4,4,1614,6379,Access View,2021-10-29 오전 9:21:27,현황(팀),영업 현황,Default,Access View ,2021-10-29 오전 12:21:27,1,0.375
EIS,4,4,1531,6379,Access View,2021-10-29 오전 9:23:06,주요 재무 현황 및 지표,경영 현황,Default,Access View ,2021-10-29 오전 12:23:06,1,0.375
EIS,4,4,1423,6379,Access View,2021-10-29 오전 9:23:13,자금,재무 현황,Default,Access View ,2021-10-29 오전 12:23:13,1,0.375
EIS,4,4,1532,6379,Access View,2021-10-29 오전 9:23:19,재무제표 및 주요 지표,경영 현황,Default,Access View ,2021-10-29 오전 12:23:19,1,0.375
EIS,4,4,1614,6379,Access View,2021-10-29 오전 9:23:32,현황(팀),영업 현황,Default,Access View ,2021-10-29 오전 12:23:32,1,0.375
EIS,4,4,1596,6379,Access View,2021-10-29 오전 9:23:41,메인,현장,Default,Access View ,2021-10-29 오전 12:23:41,1,0.375
EIS,4,4,1613,admin,Access View,2021-10-29 오전 9:23:49,현황(부문),영업 현황,Default,Access View ,2021-10-29 오전 12:23:49,1,0.375
EIS,4,4,1613,admin,Access View,2021-10-29 오전 9:23:54,현황(부문),영업 현황,Default,Access View ,2021-10-29 오전 12:23:54,1,0.375
EIS,4,4,1613,admin,Access View,2021-10-29 오전 9:24:25,현황(부문),영업 현황,Default,Access View ,2021-10-29 오전 12:24:25,1,0.375
EIS,4,4,1598,6379,Access View,2021-10-29 오전 9:25:59,사업형태별,현장,Default,Access View ,2021-10-29 오전 12:25:59,1,0.375
EIS,4,4,1396,6379,Access View,2021-10-29 오전 9:26:01,예산변경현황,예산 변경,Default,Access View ,2021-10-29 오전 12:26:01,1,0.375
EIS,4,4,1423,admin,Access View,2021-10-29 오전 9:27:26,자금,재무 현황,Default,Access View ,2021-10-29 오전 12:27:26,1,0.375
EIS,4,4,1587,6379,Access View,2021-10-29 오전 9:27:31,회의자료,본부장 회의,Default,Access View ,2021-10-29 오전 12:27:31,1,0.375
EIS,4,4,1472,6379,Access View,2021-10-29 오전 9:26:02,CS 현황,CS,Default,Access View ,2021-10-29 오전 12:26:02,1,0.375
EIS,4,4,1624,6379,Access View,2021-10-29 오전 9:26:12,HR현황,HR_인사통계,Default,Access View ,2021-10-29 오전 12:26:12,1,0.375
EIS,4,4,1626,6379,Access View,2021-10-29 오전 9:26:27,HR추이(연간),HR_인사통계,Default,Access View ,2021-10-29 오전 12:26:27,1,0.375
EIS,4,4,1531,5899,Access View,2021-10-29 오전 9:26:30,주요 재무 현황 및 지표,경영 현황,Default,Access View ,2021-10-29 오전 12:26:30,1,0.375
EIS,4,4,1625,6379,Access View,2021-10-29 오전 9:26:33,HR추이(월별),HR_인사통계,Default,Access View ,2021-10-29 오전 12:26:33,1,0.375
EIS,4,4,1423,5899,Access View,2021-10-29 오전 9:26:57,자금,재무 현황,Default,Access View ,2021-10-29 오전 12:26:57,1,0.375
EIS,4,4,1531,admin,Access View,2021-10-29 오전 9:27:09,주요 재무 현황 및 지표,경영 현황,Default,Access View ,2021-10-29 오전 12:27:09,1,0.375
EIS,4,4,1463,6379,Access View,2021-10-29 오전 9:27:14,협업플랫폼 현황,협업플랫폼 사용량,Default,Access View ,2021-10-29 오전 12:27:14,1,0.375
EIS,4,4,1531,5899,Access View,2021-10-29 오전 9:27:14,주요 재무 현황 및 지표,경영 현황,Default,Access View ,2021-10-29 오전 12:27:14,1,0.375
EIS,4,4,1613,5899,Access View,2021-10-29 오전 9:27:19,현황(부문),영업 현황,Default,Access View ,2021-10-29 오전 12:27:19,1,0.375
EIS,4,4,1596,5899,Access View,2021-10-29 오전 9:28:48,메인,현장,Default,Access View ,2021-10-29 오전 12:28:48,1,0.375
EIS,4,4,1589,6379,Access View,2021-10-29 오전 9:29:32,금주 논의주제,본부장 회의,Default,Access View ,2021-10-29 오전 12:29:32,1,0.375
EIS,4,4,1588,6379,Access View,2021-10-29 오전 9:29:36,전주 회의록,본부장 회의,Default,Access View ,2021-10-29 오전 12:29:36,1,0.375
EIS,4,4,1589,6379,Access View,2021-10-29 오전 9:29:39,금주 논의주제,본부장 회의,Default,Access View ,2021-10-29 오전 12:29:39,1,0.375
EIS,4,4,1590,6379,Access View,2021-10-29 오전 9:29:42,금주 회의록,본부장 회의,Default,Access View ,2021-10-29 오전 12:29:42,1,0.375
EIS,4,4,1624,5899,Access View,2021-10-29 오전 9:27:47,HR현황,HR_인사통계,Default,Access View ,2021-10-29 오전 12:27:47,1,0.375
EIS,4,4,1596,5899,Access View,2021-10-29 오전 9:29:47,메인,현장,Default,Access View ,2021-10-29 오전 12:29:47,1,0.375
EIS,4,4,1596,5899,Access View,2021-10-29 오전 9:29:52,메인,현장,Default,Access View ,2021-10-29 오전 12:29:52,1,0.375
EIS,4,4,1596,5899,Access View,2021-10-29 오전 9:31:00,메인,현장,Default,Access View ,2021-10-29 오전 12:31:00,1,0.375
EIS,4,4,1613,admin,Access View,2021-10-29 오전 9:31:18,현황(부문),영업 현황,Default,Access View ,2021-10-29 오전 12:31:18,1,0.375
EIS,4,4,1587,6379,Access View,2021-10-29 오전 9:31:26,회의자료,본부장 회의,Default,Access View ,2021-10-29 오전 12:31:26,1,0.375
EIS,4,4,1614,admin,Access View,2021-10-29 오전 9:31:32,현황(팀),영업 현황,Default,Access View ,2021-10-29 오전 12:31:32,1,0.375
EIS,4,4,1624,6119,Access View,2021-10-29 오전 9:31:46,HR현황,HR_인사통계,Default,Access View ,2021-10-29 오전 12:31:46,1,0.375
EIS,4,4,1613,admin,Access View,2021-10-29 오전 9:31:52,현황(부문),영업 현황,Default,Access View ,2021-10-29 오전 12:31:52,1,0.375
EIS,4,4,1531,admin,Access View,2021-10-29 오전 9:31:58,주요 재무 현황 및 지표,경영 현황,Default,Access View ,2021-10-29 오전 12:31:58,1,0.375
EIS,4,4,1423,admin,Access View,2021-10-29 오전 9:32:13,자금,재무 현황,Default,Access View ,2021-10-29 오전 12:32:13,1,0.375
EIS,4,4,1532,admin,Access View,2021-10-29 오전 9:32:16,재무제표 및 주요 지표,경영 현황,Default,Access View ,2021-10-29 오전 12:32:16,1,0.375
EIS,4,4,1488,admin,Access View,2021-10-29 오전 9:32:23,분양일보,분양 상세 현황,Default,Access View ,2021-10-29 오전 12:32:23,1,0.375
EIS,4,4,1523,admin,Access View,2021-10-29 오전 9:32:26,수주 메인,수주,Default,Access View ,2021-10-29 오전 12:32:26,1,0.375
EIS,4,4,1614,admin,Access View,2021-10-29 오전 9:32:27,현황(팀),영업 현황,Default,Access View ,2021-10-29 오전 12:32:27,1,0.375
EIS,4,4,1596,5899,Access View,2021-10-29 오전 9:33:27,메인,현장,Default,Access View ,2021-10-29 오전 12:33:27,1,0.375
EIS,4,4,1423,5899,Access View,2021-10-29 오전 9:33:30,자금,재무 현황,Default,Access View ,2021-10-29 오전 12:33:30,1,0.375
EIS,4,4,1613,5899,Access View,2021-10-29 오전 9:34:03,현황(부문),영업 현황,Default,Access View ,2021-10-29 오전 12:34:03,1,0.375
EIS,4,4,1626,6119,Access View,2021-10-29 오전 9:37:28,HR추이(연간),HR_인사통계,Default,Access View ,2021-10-29 오전 12:37:28,1,0.375
EIS,4,4,1613,6363,Access View,2021-10-29 오전 9:37:39,현황(부문),영업 현황,Default,Access View ,2021-10-29 오전 12:37:39,1,0.375
EIS,4,4,1531,5899,Access View,2021-10-29 오전 9:39:20,주요 재무 현황 및 지표,경영 현황,Default,Access View ,2021-10-29 오전 12:39:20,1,0.375
EIS,4,4,1613,5899,Access View,2021-10-29 오전 9:39:23,현황(부문),영업 현황,Default,Access View ,2021-10-29 오전 12:39:23,1,0.375
EIS,4,4,1624,5899,Access View,2021-10-29 오전 9:39:27,HR현황,HR_인사통계,Default,Access View ,2021-10-29 오전 12:39:27,1,0.375
EIS,4,4,1596,5899,Access View,2021-10-29 오전 9:39:29,메인,현장,Default,Access View ,2021-10-29 오전 12:39:29,1,0.375
EIS,4,4,1423,5899,Access View,2021-10-29 오전 9:39:32,자금,재무 현황,Default,Access View ,2021-10-29 오전 12:39:32,1,0.375
EIS,4,4,1531,5899,Access View,2021-10-29 오전 9:39:35,주요 재무 현황 및 지표,경영 현황,Default,Access View ,2021-10-29 오전 12:39:35,1,0.375
EIS,4,4,1625,6119,Access View,2021-10-29 오전 9:40:49,HR추이(월별),HR_인사통계,Default,Access View ,2021-10-29 오전 12:40:49,1,0.375
EIS,4,4,1612,5899,Access View,2021-10-29 오전 9:43:53,카드,영업 현황,Default,Access View ,2021-10-29 오전 12:43:53,1,0.375
EIS,4,4,1624,6262,Access View,2021-10-29 오전 9:46:50,HR현황,HR_인사통계,Default,Access View ,2021-10-29 오전 12:46:50,1,0.375
EIS,4,4,1596,5899,Access View,2021-10-29 오전 9:49:11,메인,현장,Default,Access View ,2021-10-29 오전 12:49:11,1,0.375
EIS,4,4,1531,6403,Access View,2021-10-29 오전 9:49:39,주요 재무 현황 및 지표,경영 현황,Default,Access View ,2021-10-29 오전 12:49:39,1,0.375
EIS,4,4,1624,6403,Access View,2021-10-29 오전 9:49:44,HR현황,HR_인사통계,Default,Access View ,2021-10-29 오전 12:49:44,1,0.375
EIS,4,4,1625,6403,Access View,2021-10-29 오전 9:49:54,HR추이(월별),HR_인사통계,Default,Access View ,2021-10-29 오전 12:49:54,1,0.375
EIS,4,4,1531,admin,Access View,2021-10-29 오전 9:49:55,주요 재무 현황 및 지표,경영 현황,Default,Access View ,2021-10-29 오전 12:49:55,1,0.375
EIS,4,4,1423,admin,Access View,2021-10-29 오전 9:50:22,자금,재무 현황,Default,Access View ,2021-10-29 오전 12:50:22,1,0.375
EIS,4,4,1596,5899,Access View,2021-10-29 오전 9:50:35,메인,현장,Default,Access View ,2021-10-29 오전 12:50:35,1,0.375
EIS,4,4,1613,admin,Access View,2021-10-29 오전 9:50:53,현황(부문),영업 현황,Default,Access View ,2021-10-29 오전 12:50:53,1,0.375
EIS,4,4,1596,admin,Access View,2021-10-29 오전 9:51:20,메인,현장,Default,Access View ,2021-10-29 오전 12:51:20,1,0.375
EIS,4,4,1397,admin,Access View,2021-10-29 오전 9:51:46,현장별,예산 변경,Default,Access View ,2021-10-29 오전 12:51:46,1,0.375
EIS,4,4,1396,admin,Access View,2021-10-29 오전 9:51:49,예산변경현황,예산 변경,Default,Access View ,2021-10-29 오전 12:51:49,1,0.375
EIS,4,4,1626,6403,Access View,2021-10-29 오전 9:52:03,HR추이(연간),HR_인사통계,Default,Access View ,2021-10-29 오전 12:52:03,1,0.375
